idade,trabalha,horas_dia_num,impacto_relacoes,plataforma_mais_usada,horario_pico
32,Sim,7.11,Sem Mudança,Facebook,Noite
53,Não,14.4,Melhorou,Twitter,Tarde
23,Sim,2.17,Sem Mudança,Facebook,Noite
56,Sim,7.07,Melhorou,YouTube,Noite
55,Não,12.14,Sem Mudança,TikTok,Noite
44,Sim,6.27,Melhorou,TikTok,Manhã
21,Sim,9.66,Sem Mudança,Twitter,Noite
51,Sim,7.92,Sem Mudança,YouTube,Tarde
34,Sim,7.33,Piorou,Facebook,Noite
36,Sim,5.37,Melhorou,Twitter,Noite
54,Sim,1.27,Melhorou,Facebook,Manhã
31,Sim,2.4,Melhorou,TikTok,Noite
50,Não,5.61,Piorou,Instagram,Noite
24,Sim,1.99,Sem Mudança,YouTube,Noite
32,Sim,4.7,Piorou,Facebook,Noite
47,Não,8.19,Piorou,Instagram,Tarde
54,Não,14.72,Sem Mudança,YouTube,Tarde
58,Sim,6.91,Melhorou,TikTok,Tarde
22,Sim,1.4,Melhorou,Instagram,Noite
53,Não,4.48,Sem Mudança,Twitter,Noite
41,Não,7.04,Sem Mudança,TikTok,Noite
25,Sim,4.67,Piorou,Facebook,Noite
28,Sim,3.86,Sem Mudança,YouTube,Noite
40,Sim,5.68,Melhorou,TikTok,Noite
26,Sim,4.72,Melhorou,YouTube,Noite
24,Sim,4.51,Piorou,YouTube,Noite
27,Sim,5.68,Piorou,Twitter,Noite
38,Sim,6.9,Sem Mudança,Facebook,Noite
35,Sim,5.05,Sem Mudança,Instagram,Noite
16,Sim,9.48,Melhorou,YouTube,Noite
32,Sim,8.7,Piorou,TikTok,Noite
59,Não,9.4,Melhorou,TikTok,Manhã
57,Não,8.83,Melhorou,Instagram,Manhã
16,Não,11.54,Sem Mudança,Facebook,Manhã
10,Não,8.18,Piorou,TikTok,Noite
21,Sim,7.0,Sem Mudança,Facebook,Noite
58,Sim,3.2,Melhorou,Instagram,Manhã
47,Não,6.61,Sem Mudança,TikTok,Noite
37,Sim,8.84,Piorou,Facebook,Noite
23,Sim,2.34,Piorou,Twitter,Noite
16,Sim,5.56,Melhorou,Instagram,Noite
35,Sim,5.51,Piorou,Instagram,Noite
44,Não,12.82,Piorou,Facebook,Noite
28,Sim,9.52,Sem Mudança,Instagram,Noite
59,Não,8.24,Piorou,TikTok,Noite
10,Não,13.82,Sem Mudança,TikTok,Tarde
25,Sim,9.95,Sem Mudança,Instagram,Noite
32,Sim,4.42,Melhorou,Instagram,Noite
47,Não,7.63,Sem Mudança,YouTube,Tarde
11,Não,12.25,Sem Mudança,Twitter,Manhã
48,Sim,7.04,Melhorou,TikTok,Noite
55,Sim,7.01,Sem Mudança,Instagram,Tarde
47,Sim,3.73,Melhorou,Instagram,Noite
42,Sim,7.89,Sem Mudança,TikTok,Noite
28,Sim,6.86,Piorou,YouTube,Noite
29,Sim,4.28,Melhorou,TikTok,Noite
56,Não,14.37,Melhorou,TikTok,Tarde
11,Não,13.02,Sem Mudança,Twitter,Manhã
35,Sim,5.26,Piorou,YouTube,Noite
23,Sim,5.72,Piorou,YouTube,Noite
26,Sim,3.57,Sem Mudança,Twitter,Noite
22,Não,11.17,Sem Mudança,Instagram,Noite
53,Sim,1.99,Piorou,Instagram,Manhã
42,Não,14.1,Piorou,TikTok,Manhã
22,Sim,1.45,Piorou,Twitter,Noite
26,Sim,2.19,Sem Mudança,TikTok,Noite
34,Sim,4.15,Piorou,TikTok,Noite
44,Não,6.0,Sem Mudança,Facebook,Noite
16,Não,11.12,Sem Mudança,TikTok,Manhã
52,Sim,5.91,Sem Mudança,Instagram,Manhã
52,Não,11.8,Piorou,Instagram,Manhã
33,Sim,4.88,Melhorou,Twitter,Noite
21,Sim,2.95,Melhorou,YouTube,Noite
26,Sim,7.28,Melhorou,Twitter,Noite
57,Sim,1.09,Sem Mudança,YouTube,Noite
30,Sim,8.96,Sem Mudança,Facebook,Noite
58,Não,14.82,Melhorou,TikTok,Tarde
47,Sim,5.38,Piorou,Facebook,Noite
46,Não,10.02,Melhorou,YouTube,Noite
45,Não,7.24,Piorou,TikTok,Tarde
20,Não,13.09,Melhorou,YouTube,Noite
23,Sim,7.53,Piorou,YouTube,Noite
18,Sim,5.14,Melhorou,YouTube,Noite
24,Sim,2.03,Melhorou,YouTube,Noite
26,Sim,9.77,Piorou,TikTok,Noite
32,Sim,5.14,Sem Mudança,YouTube,Noite
47,Não,11.41,Piorou,Twitter,Noite
35,Sim,1.95,Sem Mudança,YouTube,Noite
42,Não,11.49,Melhorou,Instagram,Manhã
37,Sim,3.69,Sem Mudança,Twitter,Noite
18,Não,13.1,Sem Mudança,Facebook,Noite
19,Sim,1.15,Piorou,Instagram,Noite
12,Não,14.31,Piorou,TikTok,Tarde
58,Sim,1.84,Melhorou,TikTok,Noite
39,Sim,9.76,Sem Mudança,Facebook,Noite
39,Sim,5.76,Melhorou,Instagram,Noite
35,Sim,2.06,Piorou,Twitter,Noite
34,Sim,6.7,Sem Mudança,YouTube,Noite
39,Sim,2.56,Sem Mudança,Instagram,Noite
18,Sim,9.28,Piorou,Facebook,Noite
41,Não,6.05,Melhorou,YouTube,Manhã
52,Não,5.45,Piorou,Instagram,Noite
20,Sim,7.62,Melhorou,YouTube,Noite
10,Não,12.24,Sem Mudança,Facebook,Manhã
22,Sim,2.37,Sem Mudança,Instagram,Noite
28,Sim,6.87,Melhorou,YouTube,Noite
40,Sim,3.31,Melhorou,TikTok,Noite
13,Não,9.43,Melhorou,Instagram,Manhã
16,Sim,5.67,Piorou,Instagram,Noite
22,Não,10.31,Melhorou,Instagram,Manhã
24,Sim,5.56,Melhorou,YouTube,Noite
35,Sim,5.23,Sem Mudança,Facebook,Noite
45,Não,9.88,Sem Mudança,Twitter,Manhã
20,Sim,8.95,Melhorou,YouTube,Noite
43,Não,12.55,Sem Mudança,TikTok,Manhã
35,Sim,5.76,Piorou,Twitter,Noite
36,Sim,9.38,Sem Mudança,Twitter,Noite
21,Sim,1.52,Piorou,TikTok,Noite
24,Sim,3.73,Piorou,YouTube,Noite
10,Não,14.16,Melhorou,TikTok,Tarde
23,Sim,3.08,Piorou,YouTube,Noite
31,Sim,7.39,Melhorou,YouTube,Noite
17,Sim,7.74,Sem Mudança,YouTube,Noite
33,Sim,5.85,Sem Mudança,Facebook,Noite
13,Não,8.73,Sem Mudança,Facebook,Noite
16,Não,10.72,Piorou,Instagram,Manhã
48,Sim,6.43,Melhorou,Instagram,Noite
58,Sim,2.42,Melhorou,TikTok,Noite
15,Não,14.88,Piorou,YouTube,Manhã
48,Não,6.33,Melhorou,Instagram,Tarde
29,Sim,1.23,Piorou,Instagram,Noite
42,Não,11.46,Melhorou,Twitter,Manhã
59,Sim,3.96,Piorou,Twitter,Manhã
23,Sim,4.54,Melhorou,Facebook,Noite
54,Não,14.85,Piorou,Twitter,Manhã
39,Sim,2.83,Melhorou,Twitter,Noite
32,Sim,3.51,Melhorou,YouTube,Noite
21,Sim,5.14,Piorou,TikTok,Noite
24,Sim,3.92,Piorou,Twitter,Noite
19,Sim,2.82,Melhorou,TikTok,Noite
48,Sim,6.79,Piorou,Facebook,Manhã
34,Sim,7.45,Piorou,Twitter,Noite
31,Sim,3.63,Piorou,TikTok,Noite
29,Sim,5.04,Piorou,Instagram,Noite
21,Não,11.72,Piorou,Twitter,Noite
22,Sim,7.76,Sem Mudança,YouTube,Noite
36,Sim,5.87,Sem Mudança,TikTok,Noite
48,Sim,6.7,Piorou,YouTube,Noite
57,Sim,1.09,Piorou,Twitter,Manhã
58,Não,10.83,Melhorou,Instagram,Manhã
20,Não,13.77,Sem Mudança,Facebook,Noite
56,Não,6.63,Sem Mudança,YouTube,Tarde
16,Sim,5.16,Sem Mudança,Instagram,Noite
40,Sim,9.36,Piorou,Facebook,Noite
11,Não,14.39,Sem Mudança,YouTube,Tarde
40,Sim,4.43,Sem Mudança,TikTok,Noite
18,Não,13.8,Piorou,YouTube,Manhã
36,Sim,5.01,Piorou,TikTok,Noite
53,Sim,1.9,Sem Mudança,Facebook,Manhã
14,Não,9.14,Piorou,Instagram,Manhã
47,Sim,1.35,Melhorou,YouTube,Tarde
55,Não,11.8,Sem Mudança,Facebook,Noite
15,Não,14.13,Sem Mudança,YouTube,Tarde
27,Sim,1.28,Piorou,Facebook,Noite
36,Sim,7.06,Melhorou,TikTok,Noite
39,Sim,2.54,Sem Mudança,Twitter,Noite
56,Não,7.63,Sem Mudança,Facebook,Tarde
32,Sim,7.75,Sem Mudança,Facebook,Noite
50,Sim,5.79,Sem Mudança,Instagram,Manhã
49,Sim,5.65,Piorou,Twitter,Tarde
25,Sim,5.74,Piorou,Instagram,Noite
36,Sim,2.62,Sem Mudança,TikTok,Noite
42,Sim,2.51,Melhorou,YouTube,Tarde
19,Sim,5.47,Melhorou,Twitter,Noite
45,Não,4.78,Piorou,TikTok,Manhã
22,Não,8.91,Piorou,Facebook,Tarde
39,Sim,1.55,Piorou,TikTok,Noite
48,Não,7.42,Melhorou,Twitter,Manhã
12,Não,12.23,Sem Mudança,TikTok,Noite
55,Sim,4.46,Sem Mudança,TikTok,Tarde
55,Não,4.5,Melhorou,YouTube,Manhã
16,Não,8.7,Piorou,Facebook,Manhã
23,Sim,6.22,Sem Mudança,Facebook,Noite
59,Sim,1.98,Piorou,Twitter,Tarde
34,Sim,4.86,Sem Mudança,YouTube,Noite
46,Não,14.78,Sem Mudança,Instagram,Noite
16,Sim,3.78,Melhorou,Instagram,Noite
58,Não,13.93,Piorou,YouTube,Manhã
55,Sim,7.62,Melhorou,YouTube,Manhã
48,Sim,5.95,Piorou,Facebook,Noite
56,Não,7.82,Melhorou,Twitter,Manhã
48,Sim,2.35,Piorou,YouTube,Tarde
52,Sim,7.35,Melhorou,YouTube,Noite
50,Não,14.17,Melhorou,Instagram,Noite
16,Não,8.68,Piorou,Twitter,Tarde
36,Sim,2.79,Piorou,TikTok,Noite
24,Sim,2.35,Melhorou,YouTube,Noite
50,Não,14.0,Piorou,TikTok,Noite
24,Sim,8.67,Melhorou,TikTok,Noite
18,Não,10.1,Melhorou,Instagram,Noite
50,Sim,3.33,Melhorou,TikTok,Tarde
45,Sim,7.72,Melhorou,TikTok,Noite
46,Sim,6.57,Piorou,TikTok,Noite
16,Sim,9.83,Melhorou,Facebook,Noite
42,Sim,4.1,Piorou,Twitter,Tarde
13,Não,11.53,Piorou,Twitter,Manhã
31,Sim,1.57,Melhorou,TikTok,Noite
16,Sim,2.45,Piorou,Facebook,Noite
19,Não,9.1,Piorou,Facebook,Manhã
27,Sim,1.79,Piorou,Facebook,Noite
34,Sim,3.42,Melhorou,Twitter,Noite
22,Sim,6.03,Piorou,YouTube,Noite
39,Sim,9.07,Sem Mudança,Twitter,Noite
37,Sim,9.03,Piorou,Twitter,Noite
48,Não,11.82,Melhorou,Facebook,Noite
53,Sim,6.99,Piorou,TikTok,Manhã
20,Sim,5.86,Sem Mudança,Twitter,Noite
10,Não,13.07,Melhorou,Instagram,Tarde
29,Sim,6.41,Piorou,Facebook,Noite
55,Não,12.53,Piorou,Twitter,Tarde
13,Não,11.0,Piorou,YouTube,Manhã
22,Não,10.46,Sem Mudança,Facebook,Noite
18,Não,9.82,Sem Mudança,YouTube,Noite
18,Sim,7.6,Sem Mudança,Instagram,Noite
35,Sim,4.45,Melhorou,Facebook,Noite
54,Sim,6.6,Piorou,TikTok,Manhã
37,Sim,1.24,Sem Mudança,TikTok,Noite
34,Sim,6.53,Sem Mudança,YouTube,Noite
57,Não,14.43,Sem Mudança,Instagram,Noite
22,Sim,8.61,Melhorou,Facebook,Noite
30,Sim,6.58,Piorou,Twitter,Noite
45,Não,13.57,Sem Mudança,Facebook,Manhã
55,Sim,2.12,Piorou,Twitter,Noite
50,Sim,5.48,Piorou,YouTube,Noite
19,Sim,1.35,Sem Mudança,Twitter,Noite
49,Não,6.48,Piorou,Facebook,Manhã
51,Não,5.67,Melhorou,TikTok,Manhã
56,Não,10.1,Piorou,Facebook,Tarde
54,Não,9.0,Melhorou,Instagram,Noite
58,Sim,6.63,Piorou,Facebook,Noite
38,Sim,6.3,Piorou,Instagram,Noite
15,Não,13.62,Sem Mudança,TikTok,Noite
13,Não,10.46,Sem Mudança,YouTube,Manhã
49,Não,6.93,Melhorou,Twitter,Manhã
23,Sim,8.25,Melhorou,YouTube,Noite
11,Não,9.21,Melhorou,TikTok,Tarde
16,Não,13.99,Piorou,TikTok,Manhã
25,Sim,3.1,Sem Mudança,TikTok,Noite
51,Não,8.13,Sem Mudança,YouTube,Tarde
17,Não,9.36,Melhorou,Instagram,Manhã
26,Sim,6.84,Sem Mudança,Facebook,Noite
55,Não,4.8,Sem Mudança,Facebook,Manhã
40,Sim,8.72,Piorou,TikTok,Noite
30,Sim,3.76,Piorou,Instagram,Noite
17,Sim,1.77,Melhorou,Instagram,Noite
14,Não,9.84,Sem Mudança,TikTok,Tarde
19,Não,12.1,Sem Mudança,Instagram,Manhã
44,Sim,5.92,Sem Mudança,Facebook,Manhã
45,Sim,5.95,Sem Mudança,TikTok,Manhã
28,Sim,3.58,Piorou,Instagram,Noite
28,Sim,2.53,Piorou,YouTube,Noite
29,Sim,2.72,Melhorou,TikTok,Noite
45,Sim,2.31,Melhorou,Twitter,Tarde
44,Não,10.94,Piorou,TikTok,Manhã
50,Não,12.21,Piorou,Twitter,Manhã
58,Não,13.52,Piorou,Facebook,Manhã
17,Não,12.53,Piorou,TikTok,Manhã
39,Sim,9.6,Melhorou,Twitter,Noite
51,Não,4.84,Melhorou,Facebook,Manhã
10,Não,13.41,Melhorou,Twitter,Tarde
54,Não,11.92,Melhorou,Facebook,Tarde
50,Não,12.48,Sem Mudança,Twitter,Manhã
18,Sim,9.48,Piorou,Instagram,Noite
42,Não,6.62,Sem Mudança,Instagram,Noite
40,Sim,4.81,Melhorou,TikTok,Noite
14,Não,8.3,Melhorou,Twitter,Noite
56,Sim,7.78,Piorou,YouTube,Tarde
54,Sim,1.82,Sem Mudança,TikTok,Noite
48,Sim,6.11,Melhorou,Twitter,Manhã
39,Sim,5.19,Melhorou,Facebook,Noite
44,Não,7.65,Melhorou,Instagram,Noite
20,Sim,9.84,Sem Mudança,Instagram,Noite
38,Sim,6.63,Sem Mudança,Instagram,Noite
53,Sim,4.83,Sem Mudança,Instagram,Tarde
13,Não,8.39,Sem Mudança,TikTok,Noite
26,Sim,9.93,Melhorou,Facebook,Noite
14,Não,14.91,Piorou,Instagram,Noite
22,Não,13.47,Piorou,Instagram,Tarde
38,Sim,2.58,Sem Mudança,TikTok,Noite
13,Não,8.2,Sem Mudança,Facebook,Tarde
43,Não,7.96,Melhorou,Twitter,Noite
14,Não,10.17,Sem Mudança,Facebook,Noite
23,Sim,1.06,Sem Mudança,Twitter,Noite
24,Sim,5.15,Melhorou,TikTok,Noite
19,Sim,9.86,Sem Mudança,Twitter,Noite
31,Sim,8.46,Sem Mudança,Twitter,Noite
52,Não,4.26,Piorou,Twitter,Tarde
41,Não,12.06,Piorou,TikTok,Noite
34,Sim,5.32,Melhorou,Instagram,Noite
20,Não,9.65,Melhorou,Facebook,Tarde
31,Sim,5.69,Melhorou,TikTok,Noite
53,Não,13.95,Melhorou,Twitter,Manhã
33,Sim,1.04,Sem Mudança,Facebook,Noite
28,Sim,6.86,Melhorou,YouTube,Noite
18,Sim,4.13,Melhorou,TikTok,Noite
44,Sim,3.32,Melhorou,Instagram,Manhã
44,Não,12.53,Melhorou,Instagram,Noite
40,Sim,6.7,Sem Mudança,Facebook,Noite
10,Não,10.77,Melhorou,Twitter,Noite
46,Sim,6.66,Sem Mudança,Facebook,Manhã
22,Sim,6.61,Sem Mudança,TikTok,Noite
23,Sim,3.69,Piorou,Instagram,Noite
25,Sim,6.0,Piorou,TikTok,Noite
52,Sim,1.11,Sem Mudança,Instagram,Manhã
40,Sim,6.48,Sem Mudança,TikTok,Noite
47,Sim,1.91,Sem Mudança,Instagram,Manhã
34,Sim,5.84,Melhorou,YouTube,Noite
25,Sim,9.74,Sem Mudança,TikTok,Noite
31,Sim,2.06,Sem Mudança,Facebook,Noite
10,Não,8.7,Piorou,YouTube,Noite
46,Sim,7.25,Melhorou,YouTube,Noite
29,Sim,5.07,Melhorou,Instagram,Noite
48,Sim,5.53,Piorou,Instagram,Noite
22,Sim,4.41,Sem Mudança,Instagram,Noite
12,Não,14.41,Piorou,Twitter,Noite
45,Não,7.12,Piorou,Facebook,Tarde
20,Sim,1.92,Sem Mudança,TikTok,Noite
30,Sim,9.26,Sem Mudança,TikTok,Noite
52,Sim,6.08,Sem Mudança,Instagram,Noite
49,Não,13.69,Sem Mudança,Twitter,Tarde
54,Não,9.16,Melhorou,TikTok,Noite
35,Sim,8.59,Melhorou,TikTok,Noite
28,Sim,1.29,Melhorou,TikTok,Noite
37,Sim,4.05,Melhorou,YouTube,Noite
11,Não,12.25,Piorou,Instagram,Tarde
33,Sim,9.32,Sem Mudança,YouTube,Noite
31,Sim,8.05,Sem Mudança,Instagram,Noite
54,Sim,4.27,Sem Mudança,TikTok,Manhã
40,Sim,5.09,Sem Mudança,Twitter,Noite
41,Não,10.94,Melhorou,YouTube,Tarde
21,Sim,2.1,Piorou,Twitter,Noite
58,Sim,3.68,Melhorou,YouTube,Tarde
41,Sim,6.21,Melhorou,TikTok,Tarde
15,Não,13.62,Melhorou,TikTok,Manhã
53,Sim,4.68,Sem Mudança,Facebook,Manhã
35,Sim,4.45,Sem Mudança,TikTok,Noite
43,Sim,7.1,Melhorou,TikTok,Manhã
23,Sim,4.15,Melhorou,Facebook,Noite
13,Não,8.58,Sem Mudança,Facebook,Noite
16,Não,8.13,Sem Mudança,Instagram,Noite
40,Sim,5.04,Sem Mudança,TikTok,Noite
32,Sim,6.06,Piorou,TikTok,Noite
28,Sim,6.84,Sem Mudança,Instagram,Noite
24,Sim,4.33,Sem Mudança,YouTube,Noite
57,Sim,4.86,Piorou,Instagram,Manhã
30,Sim,3.4,Melhorou,Facebook,Noite
36,Sim,9.29,Sem Mudança,Instagram,Noite
38,Sim,4.18,Piorou,YouTube,Noite
12,Não,12.56,Sem Mudança,Facebook,Manhã
56,Não,7.03,Piorou,TikTok,Manhã
30,Sim,8.25,Sem Mudança,Instagram,Noite
56,Não,6.43,Melhorou,TikTok,Tarde
20,Sim,5.04,Piorou,Facebook,Noite
21,Sim,3.12,Melhorou,Instagram,Noite
29,Sim,2.64,Piorou,Instagram,Noite
50,Não,8.44,Melhorou,Instagram,Manhã
19,Sim,5.68,Piorou,YouTube,Noite
53,Sim,1.34,Piorou,Facebook,Tarde
27,Sim,5.22,Sem Mudança,Facebook,Noite
30,Sim,6.88,Piorou,Twitter,Noite
24,Sim,5.48,Melhorou,Facebook,Noite
43,Não,11.55,Sem Mudança,Twitter,Tarde
54,Sim,7.73,Melhorou,TikTok,Manhã
53,Não,13.17,Sem Mudança,Facebook,Manhã
27,Sim,1.97,Melhorou,TikTok,Noite
48,Sim,6.35,Piorou,TikTok,Tarde
22,Sim,5.86,Piorou,YouTube,Noite
43,Sim,3.69,Melhorou,Twitter,Tarde
14,Não,14.05,Melhorou,TikTok,Tarde
55,Não,8.46,Sem Mudança,Facebook,Noite
16,Não,10.15,Piorou,Instagram,Manhã
52,Sim,4.88,Piorou,TikTok,Tarde
33,Sim,2.67,Sem Mudança,Facebook,Noite
34,Sim,5.9,Melhorou,Instagram,Noite
10,Não,14.27,Melhorou,TikTok,Manhã
47,Sim,3.93,Piorou,Instagram,Manhã
53,Sim,5.18,Sem Mudança,Instagram,Noite
27,Sim,2.76,Melhorou,TikTok,Noite
57,Sim,4.79,Melhorou,YouTube,Manhã
21,Não,13.79,Sem Mudança,Twitter,Noite
19,Não,12.43,Sem Mudança,TikTok,Manhã
46,Não,13.14,Piorou,Twitter,Manhã
48,Sim,3.38,Piorou,YouTube,Tarde
49,Sim,4.45,Melhorou,Twitter,Tarde
15,Não,12.65,Sem Mudança,Instagram,Noite
39,Sim,4.31,Melhorou,TikTok,Noite
43,Não,11.22,Piorou,TikTok,Manhã
48,Sim,4.06,Sem Mudança,TikTok,Noite
45,Não,10.88,Piorou,YouTube,Tarde
15,Não,14.52,Melhorou,Instagram,Tarde
52,Não,12.99,Sem Mudança,YouTube,Tarde
16,Sim,7.76,Piorou,Facebook,Noite
56,Sim,7.48,Piorou,Instagram,Tarde
32,Sim,8.2,Sem Mudança,Facebook,Noite
36,Sim,7.09,Sem Mudança,Twitter,Noite
58,Não,7.88,Sem Mudança,Twitter,Noite
11,Não,13.23,Sem Mudança,TikTok,Manhã
28,Sim,3.13,Piorou,Twitter,Noite
19,Não,11.46,Sem Mudança,Instagram,Tarde
21,Sim,6.95,Piorou,Facebook,Noite
46,Sim,2.21,Melhorou,Facebook,Manhã
30,Sim,5.02,Sem Mudança,TikTok,Noite
35,Sim,2.01,Piorou,YouTube,Noite
35,Sim,8.59,Sem Mudança,Facebook,Noite
52,Não,10.45,Piorou,TikTok,Tarde
39,Sim,3.51,Sem Mudança,TikTok,Noite
43,Não,12.28,Sem Mudança,Instagram,Noite
57,Sim,4.29,Piorou,TikTok,Manhã
19,Não,12.58,Piorou,Twitter,Manhã
42,Sim,6.28,Melhorou,Twitter,Tarde
33,Sim,2.37,Sem Mudança,Facebook,Noite
31,Sim,7.36,Piorou,Facebook,Noite
24,Sim,9.29,Melhorou,Instagram,Noite
59,Não,6.92,Sem Mudança,Instagram,Tarde
58,Sim,3.54,Piorou,Twitter,Noite
19,Não,10.81,Piorou,Facebook,Tarde
13,Não,12.11,Sem Mudança,TikTok,Manhã
28,Sim,5.98,Melhorou,YouTube,Noite
51,Não,8.13,Piorou,Facebook,Noite
39,Sim,7.94,Piorou,YouTube,Noite
52,Não,4.57,Melhorou,Twitter,Noite
45,Sim,1.58,Sem Mudança,YouTube,Noite
52,Não,12.75,Sem Mudança,TikTok,Noite
34,Sim,1.79,Sem Mudança,Facebook,Noite
36,Sim,7.45,Melhorou,Instagram,Noite
46,Sim,7.84,Piorou,Twitter,Manhã
32,Sim,8.83,Sem Mudança,YouTube,Noite
50,Sim,5.51,Sem Mudança,TikTok,Tarde
58,Sim,5.82,Sem Mudança,TikTok,Manhã
45,Sim,3.06,Melhorou,Instagram,Noite
40,Sim,5.49,Sem Mudança,YouTube,Noite
23,Sim,1.9,Melhorou,Facebook,Noite
22,Sim,3.83,Melhorou,TikTok,Noite
32,Sim,1.9,Sem Mudança,YouTube,Noite
18,Sim,2.91,Sem Mudança,YouTube,Noite
35,Sim,1.27,Piorou,Facebook,Noite
20,Não,11.6,Sem Mudança,Instagram,Tarde
58,Não,6.83,Sem Mudança,TikTok,Manhã
58,Sim,6.78,Sem Mudança,Twitter,Noite
12,Não,11.32,Piorou,Facebook,Tarde
13,Não,8.3,Sem Mudança,Instagram,Tarde
43,Sim,7.57,Sem Mudança,Twitter,Noite
18,Sim,2.18,Sem Mudança,Twitter,Noite
34,Sim,6.51,Melhorou,Twitter,Noite
57,Não,7.19,Sem Mudança,Instagram,Noite
34,Sim,5.11,Sem Mudança,Instagram,Noite
41,Não,4.08,Melhorou,Facebook,Noite
39,Sim,8.96,Piorou,Facebook,Noite
28,Sim,8.89,Melhorou,Facebook,Noite
16,Sim,9.91,Piorou,Twitter,Noite
56,Não,5.6,Piorou,YouTube,Noite
42,Não,9.53,Sem Mudança,Twitter,Manhã
10,Não,14.98,Piorou,Instagram,Manhã
43,Sim,2.15,Piorou,Facebook,Noite
41,Sim,7.68,Sem Mudança,Twitter,Manhã
46,Sim,7.11,Sem Mudança,YouTube,Tarde
40,Sim,3.76,Piorou,Instagram,Noite
26,Sim,7.03,Melhorou,Twitter,Noite
52,Sim,7.38,Melhorou,YouTube,Tarde
17,Não,9.9,Piorou,Facebook,Manhã
24,Sim,3.29,Piorou,Facebook,Noite
14,Não,8.24,Sem Mudança,TikTok,Tarde
23,Sim,2.23,Piorou,YouTube,Noite
27,Sim,4.78,Sem Mudança,YouTube,Noite
59,Sim,7.72,Melhorou,Facebook,Tarde
34,Sim,7.92,Melhorou,Facebook,Noite
55,Não,14.93,Sem Mudança,Twitter,Manhã
22,Não,11.21,Piorou,YouTube,Manhã
38,Sim,7.88,Sem Mudança,Twitter,Noite
16,Sim,3.94,Piorou,Twitter,Noite
27,Sim,1.27,Melhorou,YouTube,Noite
11,Não,14.66,Melhorou,Instagram,Noite
31,Sim,6.49,Sem Mudança,Twitter,Noite
29,Sim,5.86,Melhorou,Facebook,Noite
14,Não,10.2,Piorou,TikTok,Noite
28,Sim,9.65,Melhorou,TikTok,Noite
55,Sim,3.41,Piorou,Instagram,Noite
25,Sim,2.94,Melhorou,Instagram,Noite
46,Não,10.12,Melhorou,Instagram,Manhã
36,Sim,5.94,Melhorou,Instagram,Noite
42,Sim,7.15,Sem Mudança,Facebook,Manhã
20,Sim,5.4,Melhorou,Facebook,Noite
26,Sim,8.04,Piorou,Facebook,Noite
24,Sim,3.39,Piorou,YouTube,Noite
45,Não,12.98,Melhorou,Facebook,Manhã
15,Não,8.38,Melhorou,Facebook,Tarde
43,Sim,4.31,Piorou,TikTok,Tarde
39,Sim,8.94,Melhorou,TikTok,Noite
29,Sim,6.32,Sem Mudança,TikTok,Noite
13,Não,14.78,Sem Mudança,Facebook,Noite
22,Não,8.6,Piorou,Facebook,Noite
12,Não,12.1,Piorou,YouTube,Noite
26,Sim,6.16,Piorou,Instagram,Noite
47,Sim,3.66,Sem Mudança,Facebook,Manhã
53,Não,11.06,Melhorou,Twitter,Tarde
43,Sim,7.53,Melhorou,Instagram,Noite
31,Sim,4.76,Piorou,Instagram,Noite
39,Sim,1.69,Melhorou,TikTok,Noite
55,Sim,3.13,Piorou,YouTube,Manhã
10,Não,11.12,Piorou,YouTube,Manhã
42,Sim,4.96,Piorou,TikTok,Tarde
18,Não,11.1,Piorou,Facebook,Tarde
38,Sim,2.77,Piorou,Twitter,Noite
56,Sim,2.17,Melhorou,TikTok,Noite
49,Não,11.85,Piorou,Instagram,Tarde
38,Sim,5.03,Melhorou,Facebook,Noite
40,Sim,1.35,Melhorou,Instagram,Noite
39,Sim,8.75,Sem Mudança,Twitter,Noite
25,Sim,2.62,Sem Mudança,Instagram,Noite
28,Sim,3.66,Piorou,TikTok,Noite
51,Não,10.74,Piorou,YouTube,Noite
44,Sim,6.89,Melhorou,Instagram,Tarde
22,Não,12.4,Sem Mudança,YouTube,Noite
46,Não,12.21,Sem Mudança,Instagram,Manhã
49,Sim,1.58,Sem Mudança,TikTok,Noite
33,Sim,4.19,Melhorou,YouTube,Noite
42,Sim,4.77,Piorou,TikTok,Manhã
52,Não,11.5,Melhorou,Twitter,Manhã
25,Sim,9.62,Melhorou,Twitter,Noite
38,Sim,8.72,Sem Mudança,Facebook,Noite
28,Sim,5.79,Piorou,TikTok,Noite
57,Sim,3.52,Piorou,TikTok,Noite
32,Sim,7.97,Piorou,Instagram,Noite
15,Não,14.85,Piorou,Facebook,Tarde
44,Sim,5.91,Piorou,Twitter,Tarde
31,Sim,2.92,Melhorou,YouTube,Noite
13,Não,13.34,Piorou,YouTube,Tarde
23,Sim,7.26,Melhorou,TikTok,Noite
20,Sim,9.25,Piorou,YouTube,Noite
41,Não,6.09,Melhorou,Facebook,Noite
43,Sim,4.21,Melhorou,Instagram,Tarde
35,Sim,8.99,Sem Mudança,Twitter,Noite
50,Sim,2.06,Piorou,Twitter,Noite
10,Não,13.37,Piorou,Twitter,Manhã
35,Sim,8.99,Sem Mudança,Instagram,Noite
56,Sim,4.59,Piorou,Twitter,Noite
42,Sim,1.2,Melhorou,YouTube,Noite
12,Não,8.17,Sem Mudança,YouTube,Tarde
58,Sim,6.64,Piorou,TikTok,Tarde
46,Não,10.66,Melhorou,Facebook,Noite
